x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
0.25,0.24998898450267767,0.24999974992985438,0.24999984343477946,0.23891524497727512,0.24999981508011127,-0.1251165158300593,0.24999982635692342,0.24999976428777212,0.20992638113430323,0.2499998430474711,0.2499997480173892,-0.13068041696284607,0.24999977370540702,-0.2110475922459529,0.2499998375191006,0.24999983793461492,-0.24749876112649763,0.24999983729191982,-0.24752850497769158,-0.03695539484127667,-0.03935253206408662,0.24999982691567332,0.24999984252852306,0.2499998298921086,0.24999974988639562,0.24999974800553665,-0.21790049275432907,-0.2174228493945502,0.24956230151606137,-0.20244762382972886,0.24971623825270006,0.13358687176918685,0.1269486089204792,-0.24329858652042052,-0.1782700395695468,-0.24400576383683992,-0.15872918026827004,-0.15240228274908663,-0.24566157099656055,0.21303629635219623,0.040245786247693024,-0.21588425656932092,-0.19408391753299836,-0.2370908470958377,-0.2165027622177331,0.24984116981368457,0.039730985527974286,0.2129898135939482,-0.20738642687019276,-0.19639903183569046,-0.21496337896027834,0.24987291455472904,-0.2136421614333918
0.24998898450267767,0.25000000000000006,0.24998893918955778,0.24998903269044032,0.23890445596185977,0.24998900433705024,-0.12510861590120645,0.24998901561458858,0.24998895354696674,0.20991556799431138,0.24998903230314876,0.2499889372771736,-0.13067029338281802,0.24998896296232997,-0.21103983243749883,0.2499890267750174,0.24998902719051375,-0.24748804499761795,0.24998902654784644,-0.24751783941608893,-0.03694762918256408,-0.039363293622132076,0.24998901617186642,0.2499890317842241,0.24998901914828078,0.24998893914610767,0.24998893726532428,-0.21789107033072175,-0.21741344726976297,0.24955151302474624,-0.2024388693862333,0.24970544602305478,0.133576735035424,0.1269564007132635,-0.24328806560907126,-0.17826231560564604,-0.24399521227536952,-0.1587223163416235,-0.15239569241649764,-0.2456509478517753,0.2130283930544233,0.0402565388530136,-0.2158749210854564,-0.19407552476129147,-0.23708011614318336,-0.21649339998782519,0.24983037987036547,0.03972316092109355,0.2129819220460817,-0.20737567316033148,-0.19639053895148567,-0.21495408329792862,0.24986210482373505,-0.21363292290445743
0.24999974992985438,0.24998893918955778,0.25000000000000006,0.24999979811969222,0.23891520167135186,0.24999976976502916,-0.12511649315158094,0.24999978104183926,0.24999971897269918,0.2099263430826964,0.24999979773238384,0.24999970270231925,-0.13068039327495756,0.2499997283903323,-0.21104755399268735,0.24999979220401436,0.2499997926195286,-0.2474987162647522,0.24999979197683364,-0.24752846011056018,-0.03695538814305729,-0.03935252493252899,0.2499997816005891,0.24999979721343601,0.24999978457702388,0.24999970457132537,0.24999970269046673,-0.21790045325758536,-0.2174228099843847,0.2495622562802832,-0.202447587133979,0.24971619298901984,0.1335868475544531,0.12694858591022948,-0.2432985424200066,-0.17827000725622222,-0.24400571960824244,-0.15872915149694558,-0.1524022551245785,-0.24566152646783074,0.2130362577384303,0.04024577895423425,-0.2158842174380409,-0.19408388235325794,-0.23709080412061923,-0.21650272297434245,0.24984112452735902,0.039730978326660595,0.21298977498860958,-0.20738638927898256,-0.19639899623631124,-0.21496333999591702,0.24987286926264857,-0.21364212270851496
0.24999984343477946,0.24998903269044032,0.24999979811969222,0.24999999999999994,0.23891529103046863,0.24999986326996168,-0.1251165399474619,0.24999987454677597,0.24999981247761266,0.20992642159961689,0.2499998912373269,0.24999979620722673,-0.130680442152743,0.24999982189524947,-0.21104763292739206,0.24999988570895532,0.24999988612446972,-0.2474988088342459,0.2499998854817745,-0.24752855269117338,-0.036955401964782954,-0.039352539649663294,0.24999987510552593,0.2499998907183787,0.2499998780819619,0.24999979807623343,0.24999979619537407,-0.21790053475672874,-0.21742289130487946,0.24956234962157686,-0.2024476628534405,0.24971628638788834,0.13358689751933076,0.12694863339103452,-0.24329863341854518,-0.1782700739327983,-0.24400581087127976,-0.15872921086483455,-0.15240231212608127,-0.2456616183501731,0.21303633741697722,0.040245794005452834,-0.2158842981830719,-0.1940839549445259,-0.23709089279736126,-0.21650280395070692,0.24984121797295464,0.039730993186502514,0.21298985464976933,-0.20738646684590606,-0.19639906969347845,-0.2149634203965214,0.24987296272011827,-0.21364220261495756
0.23891524497727512,0.23890445596185977,0.23891520167135186,0.23891529103046863,0.24999999999999994,0.23891526773107669,-0.11419653411746812,0.2389152745241835,0.23891521546846506,0.19894156349677264,0.23891529066033285,0.2389151998438957,-0.11974815369194414,0.23891522533849377,-0.20001331488266003,0.23891528537711157,0.23891528577425156,-0.23654059448380768,0.23891528515997631,-0.2365258484089355,-0.04760625299193722,-0.028617745555732228,0.23891527511504249,0.2389152901632466,0.2389152801653011,0.23891520163659047,0.23891519983240883,-0.20823879819923832,-0.2077820467200257,0.2384850443402952,-0.19347145302642932,0.2386320172136748,0.12258985578207642,0.11590303778809154,-0.23251111235274627,-0.17038477218950457,-0.23318698130875565,-0.15169140819369836,-0.14564503415860738,-0.23476938770450279,0.20196889762892242,0.02944039722208983,-0.2063123291538011,-0.18547857872489804,-0.24767037730906383,-0.20690341134310283,0.2387566647907203,0.05022747646038706,0.20192196137947932,-0.19638098082475652,-0.1876910449400652,-0.20543228163495728,0.23878846630836725,-0.20416964456441117
0.24999981508011127,0.24998900433705024,0.24999976976502916,0.24999986326996168,0.23891526773107669,0.24999999999999992,-0.12511652398575562,0.24999984619210505,0.24999978412294804,0.20992639723070725,0.2499998628826533,0.24999976785256384,-0.13068042560949514,0.24999979354058371,-0.21104760905322195,0.24999985735428237,0.24999985776979677,-0.2474987807637713,0.24999985712710154,-0.2475285246142832,-0.036955399835500204,-0.03935253488330145,0.24999984675085413,0.24999986236370522,0.2499998497272901,0.24999976972157043,0.24999976784071132,-0.21790051004272729,-0.21742286664501176,0.249562321315115,-0.20244763989208095,0.24971625806393621,0.13358688067199043,0.12694861930558254,-0.24329860582394205,-0.1782700537129643,-0.24400578319644353,-0.1587291928619668,-0.1524022948408024,-0.2456615904875436,0.2130363133170875,0.04024578913852792,-0.2158842736977458,-0.19408393293176746,-0.23709086979199417,-0.2165027793952306,0.24984118963668014,0.039730990750798084,0.21298983055606951,-0.20738644273983578,-0.1963990474181425,-0.21496339601564016,0.24987293437797303,-0.21364217838392718
-0.1251165158300593,-0.12510861590120645,-0.12511649315158094,-0.1251165399474619,-0.11419653411746812,-0.12511652398575562,0.2499999999999997,-0.12511654322680815,-0.12511650065852184,-0.08571568023298935,-0.1251165397536286,-0.12511649215502707,0.06917984881051885,-0.12511647871616258,0.08792774464047466,-0.12511653698708594,-0.1251165371966311,0.12374569310015449,-0.1251165368731144,0.12420618685510622,-0.06467741503765699,0.07327718779958581,-0.12511652964352188,-0.12511653948186735,-0.12511653237583395,-0.1251164931035352,-0.1251164921588117,0.1090475152593934,0.10879586836144216,-0.1249628586252012,0.10131824830829989,-0.1250494410404077,-0.07101011916064201,-0.24709235486128794,0.12175788672677555,0.0894160440853234,0.12211662025222268,0.07943863304484312,0.07627223295694782,0.12294537547454754,-0.0889378448544582,-0.07349988290774642,0.10804283250684624,0.09713249371499173,0.11305968488297267,0.10835237385742394,-0.12527488342942325,0.06324565983808993,-0.08898134129006914,0.0838650811216388,0.09829113080514258,0.10758196413807475,-0.12508136181297924,0.10692073906204888
0.24999982635692342,0.24998901561458858,0.24999978104183926,0.24999987454677597,0.2389152745241835,0.24999984619210505,-0.12511654322680815,0.2499999999999999,0.24999979539975806,0.2099264057061582,0.2499998741594673,0.24999977912937368,-0.1306804296923977,0.24999980481739348,-0.21104762153366668,0.2499998686310963,0.2499998690466106,-0.2474987919216646,0.24999986840391536,-0.24752853581115308,-0.03695539758473113,-0.03935254428207828,0.24999985802766747,0.24999987364051937,0.2499998610041034,0.24999978099838036,0.24999977911752114,-0.21790051987223924,-0.21742287645341596,0.24956233257616062,-0.20244764902394355,0.2497162693339216,0.1335868849241572,0.1269486343741703,-0.2432986167987958,-0.17827006172128654,-0.24400579420287435,-0.15872920002180904,-0.1524023017152555,-0.24566160156866865,0.21303632580119808,0.04024579860017007,-0.2158842834356985,-0.19408394168636603,-0.23709087794365352,-0.21650278916108254,0.24984120091665402,0.03973098864859685,0.21298984304549923,-0.20738645108643244,-0.19639905627716964,-0.21496340571205455,0.24987294564777257,-0.21364218802074506
0.24999976428777212,0.24998895354696674,0.24999971897269918,0.24999981247761266,0.23891521546846506,0.24999978412294804,-0.12511650065852184,0.24999979539975806,0.24999999999999992,0.2099263563415433,0.2499998120903041,0.24999971706023397,-0.13068040349936386,0.24999974274824854,-0.2110475554109865,0.24999980656193438,0.2499998069774486,-0.24749873046646634,0.24999980633475355,-0.24752847430234196,-0.03695538448689229,-0.03935251965555342,0.24999979595850855,0.24999981157135612,0.24999979893494326,0.24999971892924017,0.2499997170483814,-0.2179004657696847,-0.21742282246594918,0.24956227060895964,-0.20244759876089347,0.24971620732660063,0.13358685794393899,0.12694859368094227,-0.24329855639151676,-0.17827001761313466,-0.24400573362191458,-0.15872916061303466,-0.1524022638773031,-0.24566154057659628,0.21303625951772556,0.040245773712286985,-0.215884229836644,-0.1940838934998302,-0.2370908178265572,-0.21650273540846737,0.24984113887678266,0.039730974787075685,0.2129897767525086,-0.20738640235637731,-0.19639900751584463,-0.21496335234163272,0.2498728836159137,-0.21364213497835088
0.20992638113430323,0.20991556799431138,0.2099263430826964,0.20992642159961689,0.19894156349677264,0.20992639723070725,-0.08571568023298935,0.2099264057061582,0.2099263563415433,0.24999999999999992,0.20992642127439012,0.20992634148847458,-0.09173262354991119,0.20992636617046767,-0.17123966760043915,0.2099264166320477,0.20992641698155995,-0.2075975658821115,0.2099264164414733,-0.20783347424922752,-0.05230875839559675,-0.01620144543442405,0.209926416247231,0.20992642083472574,0.20992640977126054,0.20992634306698135,0.2099263414653784,-0.18297112639619412,-0.1825689802193807,0.2094892701649393,-0.1699965273898561,0.20966828342556504,0.09359990736236659,0.08724964331414563,-0.20429868642225787,-0.14975868071692303,-0.20489316669241828,-0.1332858787403749,-0.1279731435890861,-0.20628354551263917,0.17301747022772293,0.01714605818785217,-0.1812793513732886,-0.16297347125485953,-0.19890002001232154,-0.18179871442456727,0.20976800416596478,0.052475994175585,0.17295718867912424,-0.24643823158975195,-0.16491748711695395,-0.18050608472428634,0.20979968135695098,-0.179396650159183
