x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1267299536442685e-6,2.1267259537882666e-6,2.1267259537882666e-6,2.126725953899289e-6,2.126725953899289e-6,2.126725954010311e-6,2.1267299539773354e-6,2.126725954010311e-6,2.126721954043287e-6,2.126721954043287e-6,2.126721954043287e-6,2.126721954154309e-6,2.1267219542653315e-6,2.1267259541213335e-6,2.1267259541213335e-6,2.126721954487376e-6,2.1267219545983984e-6,2.1267219547094207e-6,2.1267219547094207e-6,2.126721954820443e-6,2.1267259547874673e-6,2.1267259547874673e-6,2.1267219550424876e-6,2.12672195515351e-6,2.1267219552645322e-6,2.1267219553755545e-6,2.126721955597599e-6,2.126725955453601e-6,2.1267259555646234e-6,2.1267219557086214e-6,2.1267219557086214e-6,2.1267219558196437e-6,2.1267219558196437e-6,2.126721955930666e-6,2.126725955786668e-6,2.126725955786668e-6,2.1267219558196437e-6,2.126721955930666e-6,2.1267219558196437e-6,2.1267219558196437e-6,2.126721955930666e-6,2.126725955786668e-6,2.1267299555316477e-6,2.1267259556756457e-6,2.1267259555646234e-6,2.1267259555646234e-6,2.126725955453601e-6,2.1267259555646234e-6,2.1267299554206254e-6
1.6620588079552245e-5,1.6620303213588095e-5,1.662030321392116e-5,1.662030321381014e-5,1.6620303213588095e-5,1.6620303209369247e-5,1.6620588075555442e-5,1.6620303206260623e-5,1.662001834645821e-5,1.66200183469023e-5,1.6620018347124343e-5,1.662001834701332e-5,1.6620018342905496e-5,1.6620303202374842e-5,1.662030320620511e-5,1.6620018346347187e-5,1.66200183469023e-5,1.6620018346680254e-5,1.662001834645821e-5,1.6620018342017318e-5,1.662030320176422e-5,1.6620303204983866e-5,1.662001834545901e-5,1.6620018346236165e-5,1.662001834601412e-5,1.6620018345903098e-5,1.662001834157323e-5,1.6620303201542175e-5,1.6620303204983866e-5,1.6620018345347987e-5,1.6620018346125143e-5,1.6620018346125143e-5,1.6620018346125143e-5,1.6620018342017318e-5,1.662030320187524e-5,1.662030320132013e-5,1.6620018341795273e-5,1.6620018342350384e-5,1.6620018342239362e-5,1.662001834212834e-5,1.6620018338076026e-5,1.6620303197600883e-5,1.6620588067117747e-5,1.6620303193826125e-5,1.662030319460328e-5,1.6620303194714303e-5,1.6620303194825325e-5,1.6620303190495456e-5,1.6620588063731567e-5
5.35971534043056e-5,5.359292559148354e-5,5.35929256992862e-5,5.35929256992862e-5,5.3592925699175176e-5,5.359292547096883e-5,5.359715328373538e-5,5.3592925350454124e-5,5.358869806815214e-5,5.358869817578826e-5,5.3588698175899285e-5,5.358869817567724e-5,5.3588697947803965e-5,5.359292523010595e-5,5.359292545814576e-5,5.3588698175843774e-5,5.358869828370194e-5,5.358869828359092e-5,5.3588698283923986e-5,5.35886980559952e-5,5.359292533824167e-5,5.3592925458589846e-5,5.358869817628786e-5,5.358869828370194e-5,5.358869828370194e-5,5.358869828370194e-5,5.3588698055773154e-5,5.3592925338019626e-5,5.359292545814576e-5,5.3588698175954796e-5,5.3588698283368874e-5,5.3588698283479896e-5,5.3588698283479896e-5,5.358869805566213e-5,5.3592925338019626e-5,5.3592925230383504e-5,5.358869794841459e-5,5.3588698055828665e-5,5.358869805593969e-5,5.358869805593969e-5,5.358869782795539e-5,5.359292511003533e-5,5.359715304326107e-5,5.359292498996471e-5,5.359292509771185e-5,5.359292509760083e-5,5.3592925097378785e-5,5.3592924869338976e-5,5.3597152922968405e-5
0.00011098768007811177,0.00011096051587472511,0.0001109605185812268,0.00011096051858078271,0.00011096051858111577,0.000110960514806413,0.00011098767900941109,0.00011096051373826743,0.00011093336094958328,0.00011093336365453066,0.00011093336365436413,0.00011093336365491924,0.00011093335988276998,0.00011096051267128759,0.0001109605164456573,0.00011093336365547435,0.00011093336636053275,0.00011093336636036621,0.00011093336636058826,0.00011093336258805042,0.0001109605153779003,0.00011096051644493565,0.00011093336365519679,0.00011093336636014417,0.00011093336636003315,0.0001109333663603107,0.00011093336258782838,0.00011096051537751173,0.0001109605164451577,0.00011093336365503026,0.00011093336636014417,0.00011093336636003315,0.00011093336636008866,0.00011093336258766184,0.00011096051537762275,0.00011096051267051044,0.00011093335988343611,0.00011093336258838349,0.00011093336258805042,0.00011093336258832798,0.00011093335881573463,0.00011096051160308651,0.00011098767687262034,0.00011096051053532952,0.00011096051324255285,0.00011096051324210876,0.00011096051324288592,0.00011096050946807212,0.00011098767580547397
0.0001715228121508816,0.00017142404003051004,0.0001714240650350085,0.00017142406503084517,0.00017142406503706242,0.00017142403609454737,0.0001715228082122544,0.0001714240321565308,0.00017132536042518964,0.00017132538539843534,0.00017132538539460507,0.0001713253854007668,0.00017132535649450054,0.00017142402822328817,0.00017142405716591425,0.00017132538540332032,0.00017132541037623294,0.0001713254103725692,0.00017132541037884197,0.00017132538147246468,0.00017142405323261611,0.00017142405716208398,0.00017132538539915698,0.00017132541037212512,0.00017132541036818383,0.00017132541037462312,0.00017132538146841236,0.0001714240532290634,0.0001714240571686343,0.00017132538540604036,0.00017132541037911952,0.00017132541037517823,0.00017132541038178406,0.0001713253814755178,0.00017142405323627985,0.00017142402822706293,0.0001713253565083228,0.00017132538148123544,0.00017132538147734966,0.00017132538148389997,0.0001713253525776337,0.00017142402429387582,0.00017152280033810863,0.00017142402035486004,0.00017142404536418798,0.00017142404536019118,0.00017142404536651945,0.00017142401641628835,0.00017152279639759405
0.0002130981570739876,0.00021286604396431041,0.0002128661608333804,0.00021286616079740917,0.00021286616084159604,0.00021286603642961532,0.00021309814953113237,0.00021286602888570538,0.00021263437941604346,0.00021263449599734363,0.00021263449596115036,0.00021263449600522621,0.00021263437189661394,0.00021286602135789368,0.0002128661457698744,0.00021263449601238715,0.0002126346125941314,0.00021263461255816019,0.00021263461260190297,0.00021263448849312416,0.0002128661382421182,0.00021286614573340357,0.00021263449597608286,0.0002126346125577161,0.00021263461252180038,0.00021263461256604277,0.00021263448845709743,0.0002128661382063135,0.0002128661457779235,0.00021263449602026974,0.00021263461260168093,0.0002126346125657652,0.00021263461261011862,0.00021263448850106226,0.00021286613825038936,0.00021286602136572075,0.00021263437194096735,0.00021263448852204547,0.0002126344884859077,0.0002126344885301501,0.00021263436442153782,0.00021286601383807557,0.00021309813444247983,0.00021286600629016883,0.00021286612317489295,0.00021286612313914377,0.00021286612318338616,0.00021286599874209555,0.00021309812688652396
0.0002263226018102138,0.00022594568484390898,0.0002259460103175015,0.00022594601014808147,0.00022594601033215644,0.00022594567583117398,0.0002263225927826018,0.00022594566679740025,0.0002255700452539755,0.00022557036939602204,0.00022557036922732365,0.0002255703694107325,0.00022557003626494376,0.00022594565779382458,0.0002259459922945295,0.00022557036941955877,0.00022557069356266002,0.0002255706933943502,0.00022557069357809212,0.00022557036043052703,0.00022594598329089832,0.00022594599212594213,0.00022557036925135998,0.00022557069339457225,0.0002255706932260404,0.00022557069340956026,0.00022557036026255028,0.00022594598312186687,0.00022594599231029466,0.00022557036943493536,0.00022557069357820314,0.0002255706934097268,0.0002255706935929691,0.00022557036044557055,0.00022594598330655247,0.00022594565780953424,0.00022557003634499084,0.00022557036048675982,0.00022557036031850553,0.00022557036050196988,0.0002255700273560146,0.00022594564880557,0.0002263225747158315,0.00022594563976086057,0.00022594596525804533,0.00022594596508845877,0.00022594596527270028,0.0002259456307158736,0.0002263225656558565
0.00022617043905381884,0.0002257394920185951,0.00022574008406966994,0.00022574008359027564,0.0002257400840868784,0.00022573948302839764,0.0002261704300463574,0.0002257394740055596,0.0002253109050475155,0.00022531149342780443,0.0002253114929517408,0.0002253114934446243,0.0002253108960761918,0.00022573946501713849,0.00022574006607528618,0.00022531149344695578,0.00022531208183290685,0.00022531208135689873,0.00022531208184983775,0.0002253114844756876,0.00022574005708730915,0.00022574006559628046,0.00022531149297105868,0.00022531208135667669,0.00022531208088072407,0.00022531208137382963,0.00022531148399945744,0.00022574005660797036,0.00022574006609255015,0.00022531149346372015,0.0002253120818495602,0.0002253120813736076,0.00022531208186671314,0.00022531148449245197,0.0002257400571045176,0.00022573946503451348,0.00022531089616339983,0.00022531148454357774,0.0002253114840674586,0.00022531148456056416,0.00022531088719213166,0.00022573945604698054,0.00022617041200168053,0.00022573944700832183,0.00022574003907810392,0.0002257400385990982,0.0002257400390954789,0.00022573943796966311,0.00022617040294609092
0.0002471759746509594,0.0002468403612365111,0.0002468410836111712,0.00024684108268052674,0.0002468410836276025,0.0002468403494857996,0.00024717596288453825,0.00024684033770111524,0.00024650765654982143,0.00024650837217427,0.0002465083712516747,0.0002465083721900907,0.00024650764481276566,0.0002468403259481833,0.00024684106008976414,0.00024650837218836985,0.0002465090878271403,0.00024650908690437845,0.00024650908784262793,0.0002465083604510365,0.0002468410483369987,0.0002468410591590642,0.00024650837126583003,0.00024650908690448947,0.00024650908598206067,0.00024650908692031015,0.00024650835952882977,0.00024684104740624324,0.0002468410601058624,0.00024650837220369093,0.0002465090878424059,0.0002465090869200881,0.00024650908785811554,0.00024650836046613556,0.0002468410483523198,0.00024684032596339334,0.0002465076448910364,0.0002465083605147633,0.00024650835959250106,0.00024650836053080605,0.0002465076331540361,0.00024684031421073893,0.00024717593931405935,0.00024684030240845756,0.00024684102479749503,0.00024684102386657303,0.0002468410248136488,0.00024684029060700885,0.00024717592749623485
