x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.0,5.500000000000001e-6,1.1000000000000001e-5,1.65e-5,2.2000000000000003e-5,2.75e-5,0.0,5.500000000000001e-6,1.1000000000000001e-5,1.65e-5,2.2000000000000003e-5,2.75e-5
0.0,0.0,0.0,0.0,0.0,0.0,5.500000000000001e-6,5.500000000000001e-6,5.500000000000001e-6,5.500000000000001e-6,5.500000000000001e-6,5.500000000000001e-6
