x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
0.0,5.500000000000001e-6,1.1000000000000001e-5,1.65e-5,2.2000000000000003e-5,0.0,5.500000000000001e-6,1.1000000000000001e-5,1.65e-5,2.2000000000000003e-5,0.0,5.500000000000001e-6,1.1000000000000001e-5,1.65e-5,2.2000000000000003e-5,0.0,5.500000000000001e-6,1.1000000000000001e-5,1.65e-5,2.2000000000000003e-5,0.0,5.500000000000001e-6,1.1000000000000001e-5,1.65e-5,2.2000000000000003e-5
0.0,0.0,0.0,0.0,0.0,5.500000000000001e-6,5.500000000000001e-6,5.500000000000001e-6,5.500000000000001e-6,5.500000000000001e-6,1.1000000000000001e-5,1.1000000000000001e-5,1.1000000000000001e-5,1.1000000000000001e-5,1.1000000000000001e-5,1.6500000000000005e-5,1.6500000000000005e-5,1.6500000000000005e-5,1.6500000000000005e-5,1.6500000000000005e-5,2.2000000000000003e-5,2.2000000000000003e-5,2.2000000000000003e-5,2.2000000000000003e-5,2.2000000000000003e-5
